Nama,Berat,Dimensi,Garansi,VGA,Tipe Penyimpanan,Processor,Penyimpanan,Ukuran Layar,Warna,RAM,Keyboard,Microsoft Office,Sistem Operasi,Brand,Tipe Layar,Harga
ASUS TUF A15 FA506ICB R735B6TO11,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR (SERVICE & SPAREPART),NVIDIA RTX3050,SSD,AMD Ryzen 7,512GB,16 Inch,Black,16GB,0,1,Windows 11 Home,Asus,Non Touchscreen,12499000
ASUS ROG ZEPHYRUS M16 GU603ZM,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA RTX3060,SSD,Intel Core i7,2TB,16 Inch,Black,40GB,0,0,Windows 11 Home,Asus,Non Touchscreen,23599000
ASUS ROG ZEPHYRUS M16 GU603ZM,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA RTX3060,SSD,Intel Core i7,1TB,16 Inch,Black,40GB,0,0,Windows 11 Home,Asus,Non Touchscreen,22399000
ASUS ROG ZEPHYRUS M16 GU603ZM,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA RTX3060,SSD,Intel Core i7,2TB,16 Inch,Black,16GB,0,0,Windows 11 Home,Asus,Non Touchscreen,21899000
ASUS ROG ZEPHYRUS M16 GU603ZM,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA RTX3060,SSD,Intel Core i7,1TB,16 Inch,Black,16GB,0,0,Windows 11 Home,Asus,Non Touchscreen,20699000
ASUS ROG ZEPHYRUS M16 GU603ZM I936G6TO,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR (SERVICE & SPAREPART),NVIDIA RTX3070TI,SSD,Intel Core i9,1TB,16 Inch,Black,8GB,0,1,Windows 11 Home,Asus,Non Touchscreen,40999000
ASUS ROG ZEPHYRUS M16 GU603ZM I936G6TO,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR (SERVICE & SPAREPART),NVIDIA RTX3060,SSD,Intel Core i9,1TB,16 Inch,Black,16GB,0,1,Windows 11 Home,Asus,Non Touchscreen,35499000
ASUS ROG ZEPHYRUS M16 GU603ZM I736G6TO,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR (SERVICE & SPAREPART),NVIDIA RTX3060,SSD,Intel Core i7,1TB,16 Inch,Black,16GB,0,1,Windows 11 Home,Asus,Non Touchscreen,29999000
ASUS ROG ZEPHYRUS M16 GU603ZE I7R5G6TO,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR + 1 YEAR PERFECT (SERVICE & SPAREPART),NVIDIA RTX3050TI,SSD,Intel Core i7,512GB,16 Inch,Black,16GB,0,1,Windows 11 Home,Asus,Non Touchscreen,25999000
ASUS ROG ZEPHYRUS M16 GU603Z,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA RTX3060,SSD,Intel Core i7,512GB,16 Inch,Black,40GB,0,0,Windows 11 Home,Asus,Non Touchscreen,21699000
ASUS ROG ZEPHYRUS M16 GU603Z,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA RTX3060,SSD,Intel Core i7,512GB,16 Inch,Black,16GB,0,0,Windows 11 Home,Asus,Non Touchscreen,19999000
ASUS ROG ZEPHYRUS M16 GU603HM,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA RTX3060,SSD,Intel Core i9,2TB,16 Inch,Black,40GB,1,0,Windows 10 Home,Asus,Non Touchscreen,28999000
ASUS ROG ZEPHYRUS M16 GU603HM I936G6TO,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR (SERVICE & SPAREPART),NVIDIA RTX3060,SSD,Intel Core i9,1TB,16 Inch,Black,16GB,0,1,Windows 11 Home,Asus,Non Touchscreen,33499000
ASUS ROG ZEPHYRUS M16 GU603HM I736G6TO,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR (SERVICE & SPAREPART),NVIDIA RTX3060,SSD,Intel Core i7,1TB,16 Inch,Black,16GB,0,1,Windows 11 Home,Asus,Non Touchscreen,30999000
ASUS ROG ZEPHYRUS G16 GU603VV I946C6GO,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR + 1 YEAR PERFECT (SERVICE & SPAREPART),NVIDIA RTX4060,SSD,Intel Core i9,1TB,16 Inch,Grey,16GB,0,1,Windows 11 Home,Asus,Non Touchscreen,31999000
ASUS ROG ZEPHYRUS G16 GU603VI I947C6GO,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR + 1 YEAR PERFECT (SERVICE & SPAREPART),NVIDIA RTX4070,SSD,Intel Core i9,1TB,16 Inch,Grey,8GB,0,1,Windows 11 Home,Asus,Non Touchscreen,33999000
ASUS ROG ZEPHYRUS G15 GA503RW R97RG7GO,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR + 1 YEAR PERFECT (SERVICE & SPAREPART),NVIDIA RTX3070TI,SSD,AMD Ryzen 9,1TB,16 Inch,Black,8GB,0,1,Windows 11 Home,Asus,Non Touchscreen,35999000
ASUS ROG ZEPHYRUS G15 GA503RM R936G6GO,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR + 1 YEAR PERFECT (SERVICE & SPAREPART),NVIDIA RTX3060,SSD,AMD Ryzen 9,1TB,16 Inch,Black,16GB,0,1,Windows 11 Home,Asus,Non Touchscreen,29999000
ASUS ROG ZEPHYRUS G15 GA503RM R736G6GO,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR (SERVICE & SPAREPART),NVIDIA RTX3060,SSD,AMD Ryzen 7,512GB,16 Inch,Grey,16GB,0,1,Windows 11 Home,Asus,Non Touchscreen,24499000
ASUS ROG ZEPHYRUS G14 GA402XV R946G7GO,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR + 1 YEAR PERFECT (SERVICE & SPAREPART),NVIDIA RTX4060,SSD,AMD Ryzen 9,1TB,14 Inch,Grey,8GB,0,1,Windows 11 Home,Asus,Non Touchscreen,34999000
ASUS ROG ZEPHYRUS G14 GA402XV,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA RTX4060,SSD,AMD Ryzen 9,512GB,14 Inch,White,32GB,1,0,Windows 11 Home,Asus,Non Touchscreen,25299000
ASUS ROG ZEPHYRUS G14 GA402XV,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA RTX4060,SSD,AMD Ryzen 9,2TB,14 Inch,White,32GB,1,0,Windows 11 Home,Asus,Non Touchscreen,27199000
ASUS ROG ZEPHYRUS G14 GA402XV,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA RTX4060,SSD,AMD Ryzen 9,1TB,14 Inch,White,32GB,1,0,Windows 11 Home,Asus,Non Touchscreen,25999000
ASUS ROG ZEPHYRUS G14 GA402XV,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA RTX4060,SSD,AMD Ryzen 9,512GB,14 Inch,White,16GB,1,0,Windows 11 Home,Asus,Non Touchscreen,24499000
ASUS ROG ZEPHYRUS G14 GA402XV,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA RTX4060,SSD,AMD Ryzen 9,2TB,14 Inch,White,16GB,1,0,Windows 11 Home,Asus,Non Touchscreen,26399000
ASUS ROG ZEPHYRUS G14 GA402XV,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA RTX4060,SSD,AMD Ryzen 9,1TB,14 Inch,White,16GB,1,0,Windows 11 Home,Asus,Non Touchscreen,25199000
ASUS ROG ZEPHYRUS G14 GA402RK R9X7B7GO,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR (SERVICE & SPAREPART),NVIDIA RX6800S,SSD,AMD Ryzen 9,1TB,14 Inch,White,8GB,0,1,Windows 10 Home,Asus,Non Touchscreen,29499000
ASUS ROG ZEPHYRUS G14 GA402RK,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA RX6800S,SSD,AMD Ryzen 9,2TB,14 Inch,White,8GB,0,0,Windows 11 Pro,Asus,Non Touchscreen,22499000
ASUS ROG ZEPHYRUS G14 GA402RK,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA RX6800S,SSD,AMD Ryzen 9,1TB,14 Inch,White,8GB,0,0,Windows 11 Pro,Asus,Non Touchscreen,21299000
ASUS ROG ZEPHYRUS G14 GA402RJ R9X6B6GO,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR (SERVICE & SPAREPART),NVIDIA RX6700S,SSD,AMD Ryzen 9,512GB,14 Inch,Black,8GB,0,1,Windows 11 Home,Asus,Non Touchscreen,26999000
ASUS ROG ZEPHYRUS G14 GA402NJ R735K6GO,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR + 1 YEAR PERFECT (SERVICE & SPAREPART),NVIDIA RTX4050,SSD,AMD Ryzen 7,512GB,14 Inch,Grey,16GB,0,1,Windows 11 Home,Asus,Non Touchscreen,22999000
ASUS ROG ZEPHYRUS G14 GA401QC R735A6GO11,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR (SERVICE & SPAREPART),NVIDIA RTX3050,SSD,AMD Ryzen 7,512GB,14 Inch,Grey,8GB,1,1,Windows 11 Home,Asus,Non Touchscreen,20399000
ASUS ROG ZEPHYRUS DUO 16 GX650RX R98RM7TO,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR (SERVICE & SPAREPART),NVIDIA RTX3080TI,SSD,AMD Ryzen 9,2TB,16 Inch,Black,16GB,0,1,Windows 11 Home,Asus,Non Touchscreen,54499000
ASUS ROG ZEPHYRUS DUO 16 GX650RW R97RM7TO,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR (SERVICE & SPAREPART),NVIDIA RTX3070TI,SSD,AMD Ryzen 9,1TB,16 Inch,Black,8GB,0,1,Windows 11 Home,Asus,Non Touchscreen,43999000
ASUS ROG ZEPHYRUS DUO 16 GX650RM R936G7TO,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR (SERVICE & SPAREPART),NVIDIA RTX3060,SSD,AMD Ryzen 9,1TB,16 Inch,Black,16GB,0,1,Windows 11 Home,Asus,Non Touchscreen,37499000
ASUS ROG ZEPHYRUS DUO 16 GX650RM R736G7TO,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR (SERVICE & SPAREPART),NVIDIA RTX3060,SSD,AMD Ryzen 7,1TB,16 Inch,Black,16GB,0,1,Windows 11 Home,Asus,Non Touchscreen,29999000
ASUS ROG ZEPHYRUS DUO 16 GX650RM,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA RTX3060,SSD,AMD Ryzen 7,1TB,16 Inch,Black,32GB,0,0,Windows 11 Home,Asus,Non Touchscreen,24999000
ASUS ROG ZEPHYRUS DUO 16 GX650RM,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA RTX3060,SSD,AMD Ryzen 7,1TB,16 Inch,Black,16GB,0,0,Windows 11 Home,Asus,Non Touchscreen,23999000
ASUS ROG ZEPHYRUS DUO 16 GX650PZ R948M6TO,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR (SERVICE & SPAREPART),NVIDIA RTX4080,SSD,AMD Ryzen 9,2TB,16 Inch,Black,16GB,0,1,Windows 11 Home,Asus,Non Touchscreen,74499000
ASUS ROG ZEPHYRUS DUO 15 SE GX551QM,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA RTX3060,SSD,AMD Ryzen 7,2TB,16 Inch,Black,32GB,0,0,Windows 10 Home,Asus,Touchscreen,23299000
ASUS ROG ZEPHYRUS DUO 15 SE GX551QM,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA RTX3060,SSD,AMD Ryzen 7,1TB,16 Inch,Black,32GB,0,0,Windows 10 Home,Asus,Touchscreen,22399000
ASUS ROG ZEPHYRUS DUO 15 SE GX551QM,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA RTX3060,SSD,AMD Ryzen 7,2TB,16 Inch,Black,16GB,0,0,Windows 10 Home,Asus,Touchscreen,22899000
ASUS ROG ZEPHYRUS DUO 15 SE GX551QM,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA RTX3060,SSD,AMD Ryzen 7,1TB,16 Inch,Black,16GB,0,0,Windows 10 Home,Asus,Touchscreen,21499000
ASUS ROG STRIX SCAR G533ZW I97RC6TO,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR (SERVICE & SPAREPART),NVIDIA RTX3080TI,SSD,Intel Core i9,1TB,16 Inch,Black,16GB,0,1,Windows 11 Home,Asus,Non Touchscreen,59799000
ASUS ROG STRIX SCAR G533ZW I97RC6TO,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR (SERVICE & SPAREPART),NVIDIA RTX3070TI,SSD,Intel Core i9,1TB,16 Inch,Black,8GB,0,1,Windows 11 Home,Asus,Non Touchscreen,41799000
ASUS ROG STRIX SCAR G533ZM I936D6TO,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR (SERVICE & SPAREPART),NVIDIA RTX3060,SSD,Intel Core i9,1TB,16 Inch,Black,16GB,0,1,Windows 11 Home,Asus,Non Touchscreen,27899000
ASUS ROG STRIX SCAR G533ZM I736D7TO,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR (SERVICE & SPAREPART),NVIDIA RTX3060,SSD,Intel Core i7,512GB,16 Inch,Black,16GB,0,1,Windows 11 Home,Asus,Non Touchscreen,26599000
ASUS ROG STRIX SCAR G17 G733ZM I936H6TO,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR (SERVICE & SPAREPART),NVIDIA RTX3060,SSD,Intel Core i9,1TB,17 Inch,Black,16GB,0,1,Windows 11 Home,Asus,Non Touchscreen,31499000
ASUS ROG STRIX SCAR G17 G733PZ R948C6TO,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR + 1 YEAR PERFECT (SERVICE & SPAREPART),NVIDIA RTX4080,SSD,AMD Ryzen 9,2TB,17 Inch,Black,32GB,0,1,Windows 11 Home,Asus,Non Touchscreen,60899000
ASUS ROG STRIX SCAR G16 G634JZ I948M6TO,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR + 1 YEAR PERFECT (SERVICE & SPAREPART),NVIDIA RTX4080,SSD,Intel Core i9,2TB,16 Inch,Black,32GB,0,1,Windows 11 Home,Asus,Non Touchscreen,65999000
ASUS ROG STRIX SCAR G16 G634JY I949M6TO,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR + 1 YEAR PERFECT (SERVICE & SPAREPART),NVIDIA RTX4090,SSD,Intel Core i9,2TB,16 Inch,Black,16GB,0,1,Windows 11 Home,Asus,Non Touchscreen,71399000
ASUS ROG STRIX G18 G814JV I746J6GO,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR + 1 YEAR PERFECT (SERVICE & SPAREPART),NVIDIA RTX4060,SSD,Intel Core i7,512GB,18 Inch,Grey,8GB,0,1,Windows 11 Home,Asus,Non Touchscreen,30999000
ASUS ROG STRIX G18 G814JU I745J6GO,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR + 1 YEAR PERFECT (SERVICE & SPAREPART),NVIDIA RTX4050,SSD,Intel Core i7,512GB,18 Inch,Grey,16GB,0,1,Windows 11 Home,Asus,Non Touchscreen,26999000
ASUS ROG STRIX G17 G713RW R97RH6GO,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR + 1 YEAR PERFECT (SERVICE & SPAREPART),NVIDIA RTX3070TI,SSD,AMD Ryzen 9,1TB,17 Inch,Grey,8GB,0,1,Windows 11 Home,Asus,Non Touchscreen,36699000
ASUS ROG STRIX G17 G713RM R736H6GO,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR + 1 YEAR PERFECT (SERVICE & SPAREPART),NVIDIA RTX3060,SSD,AMD Ryzen 7,512GB,17 Inch,Grey,16GB,0,1,Windows 11 Home,Asus,Non Touchscreen,23199000
ASUS ROG STRIX G17 G713RC R735B7GO,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR + 1 YEAR PERFECT (SERVICE & SPAREPART),NVIDIA RTX3050,SSD,AMD Ryzen 7,512GB,17 Inch,Grey,16GB,0,1,Windows 11 Home,Asus,Non Touchscreen,18599000
ASUS ROG STRIX G16 G614JZ I748C6GO,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR + 1 YEAR PERFECT (SERVICE & SPAREPART),NVIDIA RTX4080,SSD,Intel Core i9,1TB,16 Inch,Grey,32GB,0,0,Windows 11 Home,Asus,Non Touchscreen,49799000
ASUS ROG STRIX G16 G614JV,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA RTX4060,SSD,Intel Core i7,512GB,16 Inch,Grey,8GB,0,0,Windows 11 Home,Asus,Non Touchscreen,24799000
ASUS ROG STRIX G16 G614JV,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA RTX4060,SSD,Intel Core i7,2TB,16 Inch,Grey,8GB,0,0,Windows 11 Home,Asus,Non Touchscreen,26299000
ASUS ROG STRIX G16 G614JV,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA RTX4060,SSD,Intel Core i7,1TB,16 Inch,Grey,8GB,0,0,Windows 11 Home,Asus,Non Touchscreen,25499000
ASUS ROG STRIX G16 G614JV,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA RTX4060,SSD,Intel Core i7,512GB,16 Inch,Grey,8GB,0,0,Windows 11 Home,Asus,Non Touchscreen,23999000
ASUS ROG STRIX G16 G614JV,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA RTX4060,SSD,Intel Core i7,2TB,16 Inch,Grey,8GB,0,0,Windows 11 Home,Asus,Non Touchscreen,25499000
ASUS ROG STRIX G16 G614JV,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA RTX4060,SSD,Intel Core i7,1TB,16 Inch,Grey,8GB,0,0,Windows 11 Home,Asus,Non Touchscreen,24699000
ASUS ROG STRIX G16 G614JV I746J7GO,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR + 1 YEAR PERFECT (SERVICE & SPAREPART),NVIDIA RTX4060,SSD,Intel Core i7,1TB,16 Inch,Green,8GB,0,1,Windows 11 Home,Asus,Non Touchscreen,30199000
ASUS ROG STRIX G16 G614JU I745J6RO,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR + 1 YEAR PERFECT (SERVICE & SPAREPART),NVIDIA RTX4050,SSD,Intel Core i7,512GB,16 Inch,Green,16GB,0,1,Windows 11 Home,Asus,Non Touchscreen,25199000
ASUS ROG STRIX G16 G614JU I745J6-O,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR + 1 YEAR PERFECT (SERVICE & SPAREPART),NVIDIA RTX4050,SSD,Intel Core i7,512GB,16 Inch,Black,16GB,0,1,Windows 11 Home,Asus,Non Touchscreen,24999000
ASUS ROG STRIX G16 G614JU I545J6GO,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR + 1 YEAR PERFECT (SERVICE & SPAREPART),NVIDIA RTX4050,SSD,Intel Core i5,512GB,16 Inch,Grey,16GB,0,1,Windows 11 Home,Asus,Non Touchscreen,22499000
ASUS ROG STRIX G16 G614JI I947C6GO,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR + 1 YEAR PERFECT (SERVICE & SPAREPART),NVIDIA RTX4070,SSD,Intel Core i9,1TB,16 Inch,Grey,8GB,0,0,Windows 11 Home,Asus,Non Touchscreen,40899000
ASUS ROG STRIX G15 G513RM,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA RTX3060,SSD,AMD Ryzen 7,2TB,16 Inch,Grey,32GB,0,0,Windows 11 Home,Asus,Non Touchscreen,19899000
ASUS ROG STRIX G15 G513RM,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA RTX3060,SSD,AMD Ryzen 7,2TB,16 Inch,Grey,32GB,0,0,Windows 11 Home,Asus,Non Touchscreen,20199000
ASUS ROG STRIX G15 G513RM,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA RTX3060,SSD,AMD Ryzen 7,1TB,16 Inch,Grey,32GB,0,0,Windows 11 Home,Asus,Non Touchscreen,19099000
ASUS ROG STRIX G15 G513RM,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA RTX3060,SSD,AMD Ryzen 7,1TB,16 Inch,Grey,32GB,0,0,Windows 11 Home,Asus,Non Touchscreen,19399000
ASUS ROG STRIX G15 G513RM,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA RTX3060,SSD,AMD Ryzen 7,2TB,16 Inch,Grey,16GB,0,0,Windows 11 Home,Asus,Non Touchscreen,19099000
ASUS ROG STRIX G15 G513RM,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA RTX3060,SSD,AMD Ryzen 7,2TB,16 Inch,Grey,16GB,0,0,Windows 11 Home,Asus,Non Touchscreen,19299000
ASUS ROG STRIX G15 G513RM,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA RTX3060,SSD,AMD Ryzen 7,1TB,16 Inch,Grey,16GB,0,0,Windows 11 Home,Asus,Non Touchscreen,18299000
ASUS ROG STRIX G15 G513RM,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA RTX3060,SSD,AMD Ryzen 7,1TB,16 Inch,Grey,16GB,0,0,Windows 11 Home,Asus,Non Touchscreen,18499000
ASUS ROG STRIX G15 G513QY,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA RX6800,SSD,AMD Ryzen 9,2TB,16 Inch,Black,32GB,0,0,Windows 10 Home,Asus,Non Touchscreen,19999000
ASUS ROG STRIX G15 G513QY,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA RX6800,SSD,AMD Ryzen 9,1TB,16 Inch,Black,32GB,0,0,Windows 10 Home,Asus,Non Touchscreen,18999000
ASUS ROG STRIX G15 G513QY,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA RX6800,SSD,AMD Ryzen 9,1TB,16 Inch,Black,16GB,0,0,Windows 10 Home,Asus,Non Touchscreen,18199000
ASUS ROG STRIX G15 G513QC,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA RTX3050,SSD,AMD Ryzen 7,512GB,16 Inch,Grey,32GB,0,0,Windows 10 Home,Asus,Non Touchscreen,15799000
ASUS ROG SCAR G533ZM I736D7TO,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR (SERVICE & SPAREPART),NVIDIA RTX3060,SSD,AMD Ryzen 7,1TB,16 Inch,Black,16GB,0,1,Windows 10 Home,Asus,Non Touchscreen,28999000
ASUS ROG SCAR G533QS R938D6TO,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR (SERVICE & SPAREPART),NVIDIA RTX3080,SSD,AMD Ryzen 9,2TB,16 Inch,Black,8GB,0,1,Windows 10 Home,Asus,Non Touchscreen,60999000
ASUS ROG SCAR G17 G733PY R949C6TO,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR + 1 YEAR PERFECT (SERVICE & SPAREPART),NVIDIA RTX4090,SSD,AMD Ryzen 9,2TB,17 Inch,Black,16GB,0,1,Windows 11 Home,Asus,Non Touchscreen,68199000
ASUS ROG G15 G513RW R97RD6GO,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR + 1 YEAR PERFECT (SERVICE & SPAREPART),NVIDIA RTX3070TI,SSD,AMD Ryzen 9,2TB,16 Inch,Grey,8GB,0,1,Windows 11 Home,Asus,Non Touchscreen,30199000
ASUS ROG G15 G513RW R97RD6GO,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR + 1 YEAR PERFECT (SERVICE & SPAREPART),NVIDIA RTX3070TI,SSD,AMD Ryzen 9,1TB,16 Inch,Grey,8GB,0,1,Windows 11 Home,Asus,Non Touchscreen,29199000
ASUS ROG G15 G513RW R77RG6GO,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR + 1 YEAR PERFECT (SERVICE & SPAREPART),NVIDIA RTX3070TI,SSD,AMD Ryzen 7,2TB,16 Inch,Grey,8GB,0,1,Windows 11 Home,Asus,Non Touchscreen,28399000
ASUS ROG G15 G513RW R77RG6GO,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR + 1 YEAR PERFECT (SERVICE & SPAREPART),NVIDIA RTX3070TI,SSD,AMD Ryzen 7,1TB,16 Inch,Grey,8GB,0,1,Windows 11 Home,Asus,Non Touchscreen,27399000
ASUS ROG G15 G513RW R77RD6GO,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR + 1 YEAR PERFECT (SERVICE & SPAREPART),NVIDIA RTX3070TI,SSD,AMD Ryzen 7,2TB,16 Inch,Grey,8GB,0,1,Windows 11 Home,Asus,Non Touchscreen,27499000
ASUS ROG G15 G513RW R77RD6GO,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR + 1 YEAR PERFECT (SERVICE & SPAREPART),NVIDIA RTX3070TI,SSD,AMD Ryzen 7,1TB,16 Inch,Grey,8GB,0,1,Windows 11 Home,Asus,Non Touchscreen,26499000
ASUS ROG G15 G513RS R938G6T011,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR + 1 YEAR PERFECT (SERVICE & SPAREPART),NVIDIA RTX3080,SSD,AMD Ryzen 9,2TB,16 Inch,Grey,8GB,0,1,Windows 11 Home,Asus,Non Touchscreen,35299000
ASUS ROG G15 G513RS R938G6T011,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR + 1 YEAR PERFECT (SERVICE & SPAREPART),NVIDIA RTX3080,SSD,AMD Ryzen 9,1TB,16 Inch,Grey,8GB,0,1,Windows 11 Home,Asus,Non Touchscreen,34199000
ASUS ROG G15 G513RM R936G6GO,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR + 1 YEAR PERFECT (SERVICE & SPAREPART),NVIDIA RTX3060,SSD,AMD Ryzen 9,1TB,16 Inch,Grey,16GB,0,1,Windows 11 Home,Asus,Non Touchscreen,25499000
ASUS ROG G15 G513RM R936D6GO,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR + 1 YEAR PERFECT (SERVICE & SPAREPART),NVIDIA RTX3060,SSD,AMD Ryzen 9,1TB,16 Inch,Grey,16GB,0,1,Windows 11 Home,Asus,Non Touchscreen,24499000
